id,part,verse,in_doctrine,in_life_of_oyasama,en_6th_ed,ro,jp1,jp2,kanji,en
1385,14,10,,,"But as the day of the appointed time has not yet come, you have seen nothing.",nani yu mo higara kokugen kitaran de   nanimo mietaru koto wa nai node,なにゆうもひがらこくけんきたらんで,なにもみゑたる事わないので,何言うも日柄刻限来たらんで   何も見えたる事は無いので,"After all, as the fixed time of the fixed day has not yet come, nothing has really appeared."
1386,14,11,,,That is why all of you doubt and erase by your words whatever Tsukihi says.,soreyue ni nani o Tsukihi ga yuta tote   mina utagote yuikesu bakari,それゆへになにを月日がゆうたとて,みなうたごふてゆいけすばかり,それ故に何を月日が言うたとて   皆疑うて言い消すばかり,"Therefore you always doubt and put out by your words whatever I, Tsukihi, say."
1387,14,12,,,"For Tsukihi, this is the greatest regret. By all means, I shall clearly reveal what I have said.",Tsukihi niwa daiichi kore ga zannen na   nandemo kore o shikato arawasu,月日にハ大一これがさんねんな,なんでもこれをしかとあらわす,月日には第一これが残念な   何でもこれを確と現す,"This is the prime regret of Tsukihi. So by all means, I will clearly manifest what I have said."
1388,14,13,,,"Though until now there was never a time that whatever I said was immediately seen,",imamade wa donna koto oba yuta tote   suguni mietaru koto wa nakeredo,いまゝでハどんな事をばゆうたとて,すぐにみゑたる事わなけれど,今迄はどんな事をば言うたとて   直ぐに見えたる事は無けれど,"Until now, of whatever I said, nothing appeared immediately."
1389,14,14,,,"This time, within three days, no one knows what you will hear in the talk of the world step by step.",konotabi wa mikka no uchi ni dandan to   sekai no hanashi nani o kiku yara,このたびわ三かのうちにたん／＼と,せかいのはなしなにをきくやら,この度は三日の内に段々と   世界の話何を聞くやら,"This time within three days, one by one you will hear whatever talk about the world which no one can foresee."
1390,14,15,,,"From now on, Tsukihi will work day after day. There is no knowing what work I shall do.",korekara wa nichinichi Tsukihi hataraku de   donna shigoto o suru ya shiren de,これからハにち／＼月日はたらくで,とんなしごとをするやしれんで,これからは日々月日働くで   どんな仕事をするや知れんで,"From now on I, Tsukihi, will work day by day. There is no knowing whatever I may work."
1391,14,16,,,"Never think in the least that curses, demons, or evil spirits exist in this world.",kono yo ni kamai tsukimono bakemono mo   kanarazu aru to sarani omouna,このよふにかまいつきものばけものも,かならすあるとさらにをもうな,この世にかまい憑き物化け物も   必ず有ると更に思うな,"Never think even in the least that curses, demons or apparitions exist in this world!"
1392,14,17,,,I shall clear away all the regret of Tsukihi which has piled up mountainously until now.,imamade ni Tsukihi zannen yamayama to   tsumorite aru o mina harasu de na,いまゝでに月日ざんねん山／＼と,つもりてあるをみなはらすでな,今迄に月日残念山々と   積りて有るを皆晴らすでな,I will completely clear away the regret of Tsukihi which has until now piled up mountainously.
1393,14,18,,,"To explain how it will be cleared away: I, Tsukihi, shall do all that I intend.",kono harashi doshite harasu koto naraba   Tsukihi no kokoro mina shite miseru,このはらしどふしてはらす事ならば,月日の心みなしてみせる,この晴らしどうして晴らす事ならば   月日の心皆して見せる,"You may wonder how I will accomplish this clearing. I, Tsukihi, will work to manifest all of My intention."
1394,14,19,,,Many days have passed since I began this world. Yet perhaps you do not know the truth of Tsukihi.,kyomade wa kono yo hajimete hi wa tatedo   Tsukihi shinjitsu mada shiromai na,けふまでハこのよはじめてひわたてど,月日しんちつまだしろまいな,今日迄はこの世初めて日は経てど   月日真実未だ知ろまいな,Till today many days have passed since the creation of this world. But perhaps you do not know the true sincerity of Tsukihi.
1395,14,20,,,"Whatever is done, is done by Tsukihi. Whatever happens, know that it is not an illness.",dono yona koto demo Tsukihi suru koto ya   ikana koto demo yamai dewa nai,とのよふな事でも月日する事や,いかな事でもやまいでわない,どの様な事でも月日する事や   如何な事でも病では無い,"Whatever may happen, it is all the work of Tsukihi. In any case, it is not an illness."
1396,14,21,,1,"Whatever I do to the body, it is not an illness but the care of Tsukihi.",minouchi ni dono yona koto o shita totemo   yamai dewa nai Tsukihi teiri ya,みのうちにとのよな事をしたとても,やまいでわない月日ていりや,身の内にどの様な事をしたとても   病では無い月日手入りや,"Whatever may happen in your body, it is by no means illness, but the hand of Tsukihi put in to repair your mind."
1397,14,22,,1,"The world is saying that it is cholera, but it is Tsukihi informing you of the regret.",sekai niwa korera to yute iru keredo   Tsukihi zannen shirasu koto nari,せかいにハこれらとゆうているけれど,月日さんねんしらす事なり,世界にはコレラと言うて居るけれど   月日残念知らす事なり,"In the world people call it cholera. But it is the means by which I, Tsukihi, let you know My regret."
1398,14,23,,1,"Everywhere in the world, people are the same: they only have depressed minds.",sekaiju doko no hito demo onaji koto   izumu bakari no kokoro naredomo,せかいぢうどこの人でもをなぢ事,いつむばかりの心なれとも,世界中何処の人でも同じ事   いずむばかりの心なれども,"In the whole world, people everywhere are apt to have gloomy and depressed minds."
1399,14,24,,1,"From now on, firmly replace the mind and become the mind of joyousness.",korekara wa kokoro shikkari irekaete   yokizukume no kokoro naru yo,これからハ心しいかりいれかへて,よふきづくめの心なるよふ,これからは心確り入れ替えて   陽気ずくめの心なる様,"But henceforth, determine to replace your mind definitely with the mind full of joy!"
1400,14,25,1,1,The reason Tsukihi began human beings was the desire to see you lead a joyous life.,Tsukihi niwa ningen hajime kaketa no wa   yokiyusan ga mitai yue kara,月日にわにんけんはじめかけたのわ,よふきゆさんがみたいゆへから,月日には人間初め掛けたのは   陽気遊山が見たい故から,I created you human beings because I desired to see you lead a joyous life.
1401,14,26,1,,"Because the world does not know this truth, everyone sinks only deeper into depression.",sekai niwa kono shinjitsu o shiran kara   mina dokomade mo izumu bakari de,せかいにハこのしんぢつをしらんから,みなどこまでもいつむはかりで,世界にはこの真実を知らんから   皆何処迄もいずむばかりで,"Knowing nothing of this truth, all of you in the world continue to sink deep into the mire of despondency."
1402,14,27,,,"Tsukihi desires to bring joyousness to all. If anyone dares to stop this, the regret will grow enormous.",Tsukihi yori yokizukume to yu no o na   kore tometa nara zanen eronaru,月日よりよふきづくめとゆうのをな,これとめたならさねんゑろなる,月日より陽気ずくめと言うのをな   これ止めたなら残念えろうなる,"I, Tsukihi, desire you to be full of joy. If you stop Me, My regret shall become enormous."
1403,14,28,,,I request you to understand this talk clearly and to ponder quickly.,kono hanashi dozo shikkari kikiwakete   hayaku shiyan o shite kureru yo,このはなしどふぞしいかりきゝハけて,はやくしやんをしてくれるよふ,この話どうぞ確り聞き分けて   早く思案をして呉れる様,Please listen attentively to the reason of this talk and ponder over it quickly!
1404,14,29,1,1,"Until now, I taught you by the name Tsukihi, but from today I shall use another name.",imamade wa Tsukihi to yute toitaredo   mo kyokara wa namai kaeru de,いまゝでハ月日とゆうてといたれど,もふけふからハなまいかゑるで,今迄は月日と言うて説いたれど   もう今日からは名前変えるで,"Hitherto I have taught you by the name of Tsukihi, but from today I will change My name."
