verse_id,part,verse,in_doctrine,in_life_of_oyasama,pt,en_6th_ed,ro,jp1,jp2,kanji,english
1250,12,177,,,Não sabem que caminho poderão ver amanhã. A essência do espírito se revelará.,But what path will be seen tomorrow? The core of your mind will become apparent.,asunichi wa doyu michi o miru yara na   shin no kokoro ga arawarete kuru,あすにちハどふゆうみちをみるやらな,しんの心があらわれてくる,明日日はどういう道を見るやらな   芯の心が現れて来る,There is no knowing what way shall come into sight tomorrow. My working shall appear in accordance with the true core of your mind.
1251,12,178,,,"Se este espírito for revelado, não há quem possa opor-se em absoluto.","When this mind is fully apparent, no one will ever be able to turn away.",kono kokoro araware detaru koto naraba   tare mo somuki wa sarani dekemai,この心あらわれでたる事ならば,たれもそむきわさらにてけまい,この心現れ出たる事ならば   誰も背きは更に出来まい,"When the working of God appears in accordance with each of your minds, no one shall be able to stand against it."
1252,12,179,,,"Ao ver isto, seja quem for, todos refletirão profundamente.","When this is seen, all of you, whoever you may be, will bow your head and truly ponder.",kore mitara donna mono demo shinjitsu ni   atama katagete mina shiyan suru,これみたらどんなものでもしんちつに,あたまかたけてみなしやんする,これ見たらどんな者でも真実に   頭傾けて皆思案する,"When you look at this, you shall truly ponder over it with your head bent, whoever you may be."
1253,12,180,,,Reflitam bem! Se ao menos este espírito vier a ser determinado seguramente...,Now ponder! If only the settling of this mind is definitely accomplished...,sa shiyan kono kokoro sai shikkari to   sadame tsuitaru koto de aru nara,さあしやんこの心さいしいかりと,さだめついたる事であるなら,さあ思案この心さい確りと   定め付いたる事で有るなら,"Now, ponder over it well! If only your mind is firmly determined,"
1254,12,181,,,Estas explanações são inteiramente do espírito de Tsukihi. Não pensem que haja cogitação humana.,This talk is solely from the mind of Tsukihi. Do not think I have a human mind.,kono hanashi Tsukihi no kokoro bakari ya de   ningen gokoro aru to omouna,このはなし月日の心ばかりやで,にんけん心あるとをもうな,この話月日の心ばかりやで   人間心有ると思うな,This talk is from none other than the mind of Tsukihi. Never think that I have a human mind!
1255,12,182,,,"Se todas as pessoas, igualmente, pedirem crendo nisso com sinceridade, tudo será atendido.","If all of you in the world pray with this thought sincerely held, you shall receive any blessing, whatever it may be.",kono koto o mina ichiretsu wa shinjitsu ni   omote tanomeba donna koto demo,この事をみな一れつハしんちつに,をもてたのめばどんな事でも,この事を皆一列は真実に   思うて頼めばどんな事でも,"If all of you equally pray to Me with this belief, I will answer all your prayers, whatever they may be."
1256,13,1,,,"Embora até hoje tivessem diversas preocupações, a partir de amanhã, terão um amplo caminho.","Until today, you have worried about many things. But from tomorrow, a broad path will open.",kyomade wa nanika shinpai shita naredo   asunichi kara wa okwan no michi,一けふまでわなにかしんばいしたなれど,あすにちからわをふくハんのみち,今日迄は何か心配したなれど   明日日からは往還の道,Until today you have experienced anxiety about everything. But from tomorrow you will come up to a broad way.
1257,13,2,,,"Até agora, vim somente informando, pois eram vistas várias dificuldades no caminho.","Until now, because I foresaw all the paths of hardship, My words were filled with warnings.",imamade wa donna nanju na michisuji mo   miete aru kara kotowari bakari,いまゝでハどんななんぢうなみちすちも,みへてあるからことわりばかり,今迄はどんな難渋な道筋も   見えて有るから断りばかり,"Until now I have been solely warning you, because whatever way of hardships has always been in My sight."
1258,13,3,,,"Doravante, Tsukihi certamente se encarregará. Seja em que for, não haverá qualquer perigo.","Hereafter, as it is Tsukihi who firmly assures you, there will be no danger in anything at all.",konosaki wa tashika ukeyau Tsukihi niwa   donna koto demo abunaki wa nai,このさきハたしかうけやう月日にハ,どんな事でもあふなきハない,この先は確か請け合う月日には   どんな事でも危なきは無い,"Henceforth I, Tsukihi, will guarantee everything assuredly. So there shall remain nothing dangerous in whatever kinds of things."
1259,13,4,,,"Seja qual for a explanação que ouvirem gradualmente, todos do mundo, tenham prazer! É trabalho de Tsukihi.","Whatever tidings you may hear step by step, rejoice all the world. They are the workings of Tsukihi.",dandan to donna hanashi o kiita tote   sekai tanoshime Tsukihi hataraki,たん／＼とどんなはなしをきいたとて,せかいたのしめ月日はたらき,段々とどんな話を聞いたとて   世界楽しめ月日働き,"Whatever talks you may hear one after another, rejoice in them, all of you of the world! Because they are the working of Tsukihi."
1260,13,5,,,"Doravante, Tsukihi sairá e trabalhará, e ninguém sabe o que poderá realizar.",The work that Tsukihi will go forth to do from now on: perhaps no one knows what it will be.,korekara wa Tsukihi dekakeru hataraki ni   nani o suru tomo tare mo shiromai,これからわ月日でかけるはたらきに,なにをするともたれもしろまい,これからは月日出掛ける働きに   何をするとも誰も知ろまい,"From now on I, Tsukihi, will go forth to work. Perhaps no one knows what I will do."
1261,13,6,,,"Ao observar dia a dia o mundo, todos os filhos me inspiram compaixão.","Day after day, looking throughout the world, I feel pity for all My children.",nichinichi ni sekai no tokoro misumaseba   ichiretsu kodomo ijirashii koto,にち／＼にせかいのところみすませば,一れつこどもいぢらしい事,日々に世界の所見澄ませば   一列子供いじらしい事,"Looking through all the the regions of the world day by day, I feel deep pity for all My children."
1262,13,7,,,Tsukihi apressa somente as preparações para salvar gradualmente o que quer que seja.,All the efforts of Tsukihi made step by step are solely to hasten preparations for your salvation.,Tsukihi niwa dandan donna koto demo na   tasukeru moyo seku bakari ya de,月日にわたん／＼どんな事でもな,たすけるもよふせくはかりやで,月日には段々どんな事でもな   救ける模様急くばかりやで,"Step by step I, Tsukihi, am single-heartedly hastening arrangements to save you from any and every suffering."
1263,13,8,,,"Até o presente, só tenho dado informações. Doravante, já não darei mais informações.","Until now, I have given you nothing but warnings. From now on, there will be warnings no longer.",koremade wa kotowari bakari yute oita   mo korekara wa kotowari wa nai,これまでハことわりはかりゆてをいた,もふこれからハことハりわない,これ迄は断りばかり言うて置いた   もうこれからは断りは無い,Hitherto I have always given you warning and nothing else. But henceforth there shall be no more of it.
1264,13,9,,,"Até hoje, sem nada saberem, estiveram preocupados apenas com cogitação humana.","Until today, being aware of nothing, you have used only the human mind and worried yourselves.",kyomade wa nanimo shirazu ni ningen no   kokoro bakari de shinpai o shita,けふまでわなにもしらすににんけんの,心ばかりでしんはいをした,今日迄は何も知らずに人間の   心ばかりで心配をした,"Unil today, being aware of nothing, you have experienced anxiety only with human thoughts."
1265,13,10,,,"Doravante, reformando firmemente o espírito e amparados em Deus, executem o Serviço Alegre.","From now, firmly replace that mind, lean on God, and do the Joyous Service.",korekara wa kokoro shikkari irekaete   Kami ni motarete Yoki-zutome o,これからハ心しいかりいれかへて,神にもたれてよふきつとめを,これからは心確り入れ替えて   神に凭れて陽気勤めを,"Henceforth replacing your mind definitely, lean upon God and thus perform the Yoki-Zutome, the Joyous Service!"
